Name,City,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award, Converted MinPrice , Converted MaxPrice ,Country,Region
Campton Place,San Francisco,65,167,USD,"Indian, Contemporary",-122.40665,37.78923,14157815553,https://guide.michelin.com/en/california/san-francisco/restaurant/campton-place,https://www.tajcamptonplace.com/,2 MICHELIN Stars,$65.00 ,$167.00 , United States,North America
Acquerello,San Francisco,150,250,USD,"Italian, Contemporary",-122.42131,37.79167,14155675432,https://guide.michelin.com/en/california/san-francisco/restaurant/acquerello,https://www.acquerellosf.com/,2 MICHELIN Stars,$150.00 ,$250.00 , United States,North America
Coi,San Francisco,250,250,USD,"Contemporary, Californian",-122.4033677,37.7981895,14153939000,https://guide.michelin.com/en/california/san-francisco/restaurant/coi,https://www.coirestaurant.com/,2 MICHELIN Stars,$250.00 ,$250.00 , United States,North America
Californios,San Francisco,223,223,USD,"Mexican, Contemporary",-122.4131414,37.7712406,14157570994,https://guide.michelin.com/en/california/san-francisco/restaurant/californios,https://www.californiossf.com/,2 MICHELIN Stars,$223.00 ,$223.00 , United States,North America
The Modern,New York,138,188,USD,Contemporary,-73.97628,40.76106,12123331220,https://guide.michelin.com/en/new-york-state/new-york/restaurant/the-modern,https://www.themodernnyc.com/,2 MICHELIN Stars,$138.00 ,$188.00 , United States,North America
Blue Hill at Stone Barns,Tarrytown,195,278,USD,"American, Contemporary",-73.8292966,41.1007146,19143669600,https://guide.michelin.com/en/new-york-state/tarrytown/restaurant/blue-hill-at-stone-barns,http://www.bluehillfarm.com/,2 MICHELIN Stars,$195.00 ,$278.00 , United States,North America
Ko,New York,225,225,USD,Contemporary,-73.9916056,40.7246476,12125000831,https://guide.michelin.com/en/new-york-state/new-york/restaurant/ko,https://www.momofuku.com/,2 MICHELIN Stars,$225.00 ,$225.00 , United States,North America
Atomix,New York,36,325,USD,"Korean, Contemporary",-73.9826751,40.7443058,,https://guide.michelin.com/en/new-york-state/new-york/restaurant/atomix,https://www.atomixnyc.com/,2 MICHELIN Stars,$36.00 ,$325.00 , United States,North America
Atera,New York,285,285,USD,Contemporary,-74.0055912,40.7168498,12122261444,https://guide.michelin.com/en/new-york-state/new-york/restaurant/atera,http://www.ateranyc.com/,2 MICHELIN Stars,$285.00 ,$285.00 , United States,North America
Jean-Georges,New York,148,248,USD,"Contemporary, French Contemporary",-73.98155,40.76907,12122993900,https://guide.michelin.com/en/new-york-state/new-york/restaurant/jean-georges,https://www.jean-georgesrestaurant.com/,2 MICHELIN Stars,$148.00 ,$248.00 , United States,North America
Blanca,New York,198,198,USD,Contemporary,-73.9336873,40.7049906,13477992807,https://guide.michelin.com/en/new-york-state/new-york/restaurant/blanca,https://www.blancanyc.com/,2 MICHELIN Stars,$198.00 ,$198.00 , United States,North America
Jungsik,New York,165,235,USD,"Korean, Contemporary",-74.00911,40.718685,12122190900,https://guide.michelin.com/en/new-york-state/new-york/restaurant/jungsik,https://www.jungsik.com/,2 MICHELIN Stars,$165.00 ,$235.00 , United States,North America
Gabriel Kreuther,New York,90,245,USD,"Contemporary, Alsatian",-73.982025,40.75397,12122575826,https://guide.michelin.com/en/new-york-state/new-york/restaurant/gabriel-kreuther,https://www.gknyc.com/,2 MICHELIN Stars,$90.00 ,$245.00 , United States,North America
Aska,New York,295,295,USD,"Scandinavian, Contemporary",-73.9669769,40.7125069,19293376792,https://guide.michelin.com/en/new-york-state/new-york/restaurant/aska,https://www.askanyc.com/,2 MICHELIN Stars,$295.00 ,$295.00 , United States,North America
L'Atelier de Joël Robuchon,New York,145,235,USD,French,-74.0077138,40.7428946,12124888885,https://guide.michelin.com/en/new-york-state/new-york/restaurant/l-atelier-de-joel-robuchon562505,https://latelier-newyork.com/,2 MICHELIN Stars,$145.00 ,$235.00 , United States,North America
Daniel,New York,158,250,USD,French,-73.9675039,40.7667521,12122880033,https://guide.michelin.com/en/new-york-state/new-york/restaurant/daniel,https://www.danielnyc.com/,2 MICHELIN Stars,$158.00 ,$250.00 , United States,North America
Aquavit,New York,78,155,USD,"Scandinavian, Contemporary",-73.97214,40.76078,12123077311,https://guide.michelin.com/en/new-york-state/new-york/restaurant/aquavit,https://www.aquavit.org/,2 MICHELIN Stars,$78.00 ,$155.00 , United States,North America
Oriole,Chicago,285,285,USD,"Contemporary, American Contemporary",-87.64513,41.886196,13128775339,https://guide.michelin.com/en/illinois/chicago/restaurant/oriole,https://www.oriolechicago.com/,2 MICHELIN Stars,$285.00 ,$285.00 , United States,North America
Smyth,Chicago,265,265,USD,"Contemporary, Modern Cuisine",-87.6609432,41.8850391,17739133773,https://guide.michelin.com/en/illinois/chicago/restaurant/smyth,https://www.smythandtheloyalist.com/,2 MICHELIN Stars,$265.00 ,$265.00 , United States,North America
Ever,Chicago,285,285,USD,"Contemporary, Modern Cuisine",-87.6595739,41.8867166,,https://guide.michelin.com/en/illinois/chicago/restaurant/ever,https://www.ever-restaurant.com/,2 MICHELIN Stars,$285.00 ,$285.00 , United States,North America
Moody Tongue,Chicago,285,330,USD,"Contemporary, American Contemporary",-87.6252282,41.8469648,13126005111,https://guide.michelin.com/en/illinois/chicago/restaurant/moody-tongue,https://www.moodytongue.com/,2 MICHELIN Stars,$285.00 ,$330.00 , United States,North America
Jônt,Washington,305,305,USD,Contemporary,-77.0321498,38.9158847,12025187926,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/jont,https://www.jontdc.com/,2 MICHELIN Stars,$305.00 ,$305.00 , United States,North America
Pineapple and Pearls,Washington,150,325,USD,Contemporary,-76.99514,38.880707,12025957375,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/pineapple-and-pearls,https://www.pineappleandpearls.com/,2 MICHELIN Stars,$150.00 ,$325.00 , United States,North America
minibar,Washington,295,295,USD,Contemporary,-77.02386,38.896294,12023930812,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/minibar,https://www.minibarbyjoseandres.com/,2 MICHELIN Stars,$295.00 ,$295.00 , United States,North America
Selby's,Atherton,85,85,USD,"American, Classic Cuisine",-122.2104559,37.4685638,16505467700,https://guide.michelin.com/en/california/atherton/restaurant/selby-s,https://www.selbysrestaurant.com/,1 MICHELIN Star,$85.00 ,$85.00 , United States,North America
Plumed Horse,Saratoga,134,195,USD,"Contemporary, American Contemporary",-122.0352659,37.2563623,14088674711,https://guide.michelin.com/en/california/saratoga/restaurant/plumed-horse,https://www.plumedhorse.com/,1 MICHELIN Star,$134.00 ,$195.00 , United States,North America
Rasa,Burlingame,88,88,USD,"Indian, Contemporary",-122.3459541,37.5775393,16503407272,https://guide.michelin.com/en/california/burlingame/restaurant/rasa,https://www.rasaindian.com/,1 MICHELIN Star,$88.00 ,$88.00 , United States,North America
The Village Pub,Woodside,45,89,USD,"Contemporary, American Contemporary",-122.25178,37.42897,16508519888,https://guide.michelin.com/en/california/woodside/restaurant/the-village-pub,https://www.thevillagepub.net/,1 MICHELIN Star,$45.00 ,$89.00 , United States,North America
Pasta | Bar,Encino,165,165,USD,"Contemporary, American",-118.483862,34.1567212,18186466085,https://guide.michelin.com/en/california/encino/restaurant/pasta-bar,https://www.pastabarencino.com/,1 MICHELIN Star,$165.00 ,$165.00 , United States,North America
Shin Sushi,Encino,130,160,USD,"Japanese, Sushi",-118.49415,34.15784,18186164148,https://guide.michelin.com/en/california/encino/restaurant/shin-sushi,http://n/a,1 MICHELIN Star,$130.00 ,$160.00 , United States,North America
Adega,San Jose,199,199,USD,"Portuguese, Californian",-121.85845,37.35131,14089269075,https://guide.michelin.com/en/california/san-jose/restaurant/adega,https://www.adegarest.com/,1 MICHELIN Star,$199.00 ,$199.00 , United States,North America
Kenzo,Napa,210,210,USD,Japanese,-122.28928,38.29924,17072942049,https://guide.michelin.com/en/california/napa/restaurant/kenzo,https://www.kenzonapa.com/,1 MICHELIN Star,$210.00 ,$210.00 , United States,North America
La Toque,Napa,95,225,USD,Contemporary,-122.28349,38.30351,17072575157,https://guide.michelin.com/en/california/napa/restaurant/la-toque,https://www.latoque.com/,1 MICHELIN Star,$95.00 ,$225.00 , United States,North America
Auberge du Soleil,Rutherford,37,145,USD,Californian,-122.40534,38.49199,17079673111,https://guide.michelin.com/en/california/rutherford/restaurant/auberge-du-soleil,https://www.aubergedusoleil.com/,1 MICHELIN Star,$37.00 ,$145.00 , United States,North America
Sushi Shin,Redwood City,200,200,USD,"Japanese, Sushi",-122.2323102,37.4871305,16502577858,https://guide.michelin.com/en/california/redwood-city/restaurant/sushi-shin-1195403,https://www.sushishinredwoodcity.com/,1 MICHELIN Star,$200.00 ,$200.00 , United States,North America
Chez TJ,Mountain View,225,225,USD,"Contemporary, American",-122.08044,37.39468,16509647466,https://guide.michelin.com/en/california/mountain-view/restaurant/chez-tj,https://www.cheztj.com/,1 MICHELIN Star,$225.00 ,$225.00 , United States,North America
Barndiva,Healdsburg,55,90,USD,Californian,-122.86942,38.60977,17074310100,https://guide.michelin.com/en/california/healdsburg/restaurant/barndiva,https://www.barndiva.com/,1 MICHELIN Star,$55.00 ,$90.00 , United States,North America
Bell's,Los Alamos,50,50,USD,"French, Californian",-120.279387,34.7440264,,https://guide.michelin.com/en/california/los-alamos/restaurant/bell-s,https://www.bellsrestaurant.com/,1 MICHELIN Star,$50.00 ,$50.00 , United States,North America
Kali,Hollywood,115,190,USD,"Californian, Market Cuisine",-118.3245399,34.0834565,13238714160,https://guide.michelin.com/en/california/hollywood/restaurant/kali,https://www.kalirestaurant.com/,1 MICHELIN Star,$115.00 ,$190.00 , United States,North America
Six Test Kitchen,Paso Robles,155,185,USD,Contemporary,-120.6898229,35.5757084,,https://guide.michelin.com/en/california/paso-robles/restaurant/six-test-kitchen,http://sixtestkitchen.com,1 MICHELIN Star,$155.00 ,$185.00 , United States,North America
Madcap,San Anselmo,110,110,USD,"Contemporary, Japanese Contemporary",-122.56168,37.974712,14154539898,https://guide.michelin.com/en/california/san-anselmo/restaurant/madcap,https://www.madcapmarin.com/,1 MICHELIN Star,$110.00 ,$110.00 , United States,North America
Sushi I-NABA,Manhattan Beach,50,220,USD,"Japanese, Sushi",-118.4103953,33.8865097,13105453345,https://guide.michelin.com/en/california/manhattan-beach/restaurant/sushi-i-naba,,1 MICHELIN Star,$50.00 ,$220.00 , United States,North America
Bistro Na’s,Temple City,50,300,USD,"Chinese, Beijing Cuisine",-118.0712093,34.1048803,16262861999,https://guide.michelin.com/en/california/temple-city/restaurant/bistro-na%E2%80%99s,https://www.bistronas.com/,1 MICHELIN Star,$50.00 ,$300.00 , United States,North America
Jeune et Jolie,Carlsbad,74,90,USD,"French, Contemporary",-117.3516968,33.1631027,17606375266,https://guide.michelin.com/en/california/carlsbad/restaurant/jeune-et-jolie,http://www.jeune-jolie.com,1 MICHELIN Star,$74.00 ,$90.00 , United States,North America
Sushi Yoshizumi,San Mateo,285,285,USD,"Japanese, Sushi",-122.3211,37.565075,16504372282,https://guide.michelin.com/en/california/san-mateo/restaurant/sushi-yoshizumi,https://www.sushiyoshizumi.com/,1 MICHELIN Star,$285.00 ,$285.00 , United States,North America
Wakuriya,San Mateo,148,148,USD,"Japanese, Contemporary",-122.3366,37.52114,16502860410,https://guide.michelin.com/en/california/san-mateo/restaurant/wakuriya,https://www.wakuriya.com/,1 MICHELIN Star,$148.00 ,$148.00 , United States,North America
Soichi,San Diego,65,135,USD,"Japanese, Sushi",-117.1418816,32.7627776,16196772220,https://guide.michelin.com/en/california/us-san-diego/restaurant/soichi,https://www.soichisushi.com/,1 MICHELIN Star,$65.00 ,$135.00 , United States,North America
Sushi Tadokoro,San Diego,37,120,USD,"Japanese, Sushi",-117.1913167,32.7483809,16192970298,https://guide.michelin.com/en/california/us-san-diego/restaurant/sushi-tadokoro,https://www.sushitadokoro.com/,1 MICHELIN Star,$37.00 ,$120.00 , United States,North America
Sushi | Bar Montecito,Santa Barbara,145,145,USD,"Japanese, Sushi",-119.6400634,34.4214368,18058459310,https://guide.michelin.com/en/california/santa-barbara/restaurant/sushi-bar-montecito,https://www.sushibarmontecito.com/,1 MICHELIN Star,$145.00 ,$145.00 , United States,North America
Maude,Beverly Hills,150,150,USD,"Contemporary, European Contemporary",-118.39904,34.064346,13108593418,https://guide.michelin.com/en/california/beverly-hills/restaurant/maude,https://www.mauderestaurant.com/,1 MICHELIN Star,$150.00 ,$150.00 , United States,North America
CUT,Beverly Hills,250,250,USD,"Steakhouse, American",-118.401024,34.067036,13102768500,https://guide.michelin.com/en/california/beverly-hills/restaurant/cut-559418,https://www.wolfgangpuck.com/,1 MICHELIN Star,$250.00 ,$250.00 , United States,North America
Nozawa Bar,Beverly Hills,195,195,USD,"Japanese, Sushi",-118.398404,34.0683345,14242166158,https://guide.michelin.com/en/california/beverly-hills/restaurant/nozawa-bar,https://www.nozawabar.com/,1 MICHELIN Star,$195.00 ,$195.00 , United States,North America
Gucci Osteria da Massimo Bottura,Beverly Hills,130,195,USD,"Italian, Contemporary",-118.4024313,34.0683993,14246007490,https://guide.michelin.com/en/california/beverly-hills/restaurant/gucci-osteria-da-massimo-bottura-1190961,https://www.gucci.com/us/en/store/osteria-bottura-beverly-hills/,1 MICHELIN Star,$130.00 ,$195.00 , United States,North America
Pasjoli,Santa Monica,200,200,USD,"French, Contemporary",-118.4821085,34.0005122,14243300020,https://guide.michelin.com/en/california/santa-monica/restaurant/pasjoli,https://www.pasjoli.com/,1 MICHELIN Star,$200.00 ,$200.00 , United States,North America
Rustic Canyon,Santa Monica,97,97,USD,Californian,-118.49118,34.024952,13103937050,https://guide.michelin.com/en/california/santa-monica/restaurant/rustic-canyon,http://www.rusticcanyonrestaurant.com,1 MICHELIN Star,$97.00 ,$97.00 , United States,North America
Aubergine,Carmel-by-the-Sea,205,205,USD,"Contemporary, Californian",-121.924355,36.55406,18316248578,https://guide.michelin.com/en/california/carmel-by-the-sea/restaurant/aubergine,https://www.auberginecarmel.com/,1 MICHELIN Star,$205.00 ,$205.00 , United States,North America
Madera,Menlo Park,78,129,USD,Contemporary,-122.21151,37.42014,16505611540,https://guide.michelin.com/en/california/menlo-park/restaurant/madera,https://www.maderasandhill.com/,1 MICHELIN Star,$78.00 ,$129.00 , United States,North America
Orsa & Winston,Los Angeles,125,125,USD,"Contemporary, Asian",-118.2479493,34.0484698,12136870300,https://guide.michelin.com/en/california/us-los-angeles/restaurant/orsa-winston,https://www.orsaandwinston.com/,1 MICHELIN Star,$125.00 ,$125.00 , United States,North America
Q Sushi,Los Angeles,150,300,USD,"Japanese, Sushi",-118.255844,34.046883,12132256285,https://guide.michelin.com/en/california/us-los-angeles/restaurant/q-sushi,http://www.qsushila.com/,1 MICHELIN Star,$150.00 ,$300.00 , United States,North America
Osteria Mozza,Los Angeles,115,115,USD,Italian,-118.3386857,34.0834246,13232970100,https://guide.michelin.com/en/california/us-los-angeles/restaurant/osteria-mozza,https://la.osteriamozza.com/,1 MICHELIN Star,$115.00 ,$115.00 , United States,North America
Phenakite,Los Angeles,158,158,USD,"Asian, Contemporary",-118.3108658,34.0967156,13233808573,https://guide.michelin.com/en/california/us-los-angeles/restaurant/phenakite,https://www.porridgeandpuffs.com/phenakite,1 MICHELIN Star,$158.00 ,$158.00 , United States,North America
Shibumi,Los Angeles,95,195,USD,"Japanese, Traditional Cuisine",-118.256134,34.044155,13234848915,https://guide.michelin.com/en/california/us-los-angeles/restaurant/shibumi-559644,https://www.shibumidtla.com/,1 MICHELIN Star,$95.00 ,$195.00 , United States,North America
Morihiro,Los Angeles,100,300,USD,"Japanese, Sushi",-118.2625547,34.1166298,13235223993,https://guide.michelin.com/en/california/us-los-angeles/restaurant/morihiro,https://morionodera.com/,1 MICHELIN Star,$100.00 ,$300.00 , United States,North America
Mori Sushi,Los Angeles,150,150,USD,"Japanese, Sushi",-118.44229,34.033398,13104793939,https://guide.michelin.com/en/california/us-los-angeles/restaurant/mori-sushi,https://www.morisushila.com/,1 MICHELIN Star,$150.00 ,$150.00 , United States,North America
Le Comptoir,Los Angeles,175,175,USD,"Californian, Vegetarian",-118.300451,34.0634658,12132900750,https://guide.michelin.com/en/california/us-los-angeles/restaurant/le-comptoir,https://www.lecomptoirla.com/,1 MICHELIN Star,$175.00 ,$175.00 , United States,North America
State Bird Provisions,San Francisco,90,90,USD,Californian,-122.43283,37.783737,14157951272,https://guide.michelin.com/en/california/san-francisco/restaurant/state-bird-provisions,https://www.statebirdsf.com/,1 MICHELIN Star,$90.00 ,$90.00 , United States,North America
The Progress,San Francisco,78,78,USD,Californian,-122.43282,37.78371,14156731294,https://guide.michelin.com/en/california/san-francisco/restaurant/the-progress,https://www.theprogress-sf.com/,1 MICHELIN Star,$78.00 ,$78.00 , United States,North America
Sons & Daughters,San Francisco,225,225,USD,Contemporary,-122.4091443,37.7902661,14153918311,https://guide.michelin.com/en/california/san-francisco/restaurant/sons-daughters,https://www.sonsanddaughterssf.com/,1 MICHELIN Star,$225.00 ,$225.00 , United States,North America
Wako,San Francisco,95,135,USD,"Japanese, Sushi",-122.4615303,37.7830681,14156824875,https://guide.michelin.com/en/california/san-francisco/restaurant/wako,https://www.sushiwakosf.com/,1 MICHELIN Star,$95.00 ,$135.00 , United States,North America
jū-ni,San Francisco,165,165,USD,"Japanese, Sushi",-122.43886,37.77672,14156559924,https://guide.michelin.com/en/california/san-francisco/restaurant/ju-ni,https://www.junisf.com/,1 MICHELIN Star,$165.00 ,$165.00 , United States,North America
Mister Jiu’s,San Francisco,75,75,USD,"Chinese, Contemporary",-122.406654,37.79371,14158579688,https://guide.michelin.com/en/california/san-francisco/restaurant/mister-jiu%E2%80%99s,https://www.misterjius.com/,1 MICHELIN Star,$75.00 ,$75.00 , United States,North America
Al's Place,San Francisco,83,88,USD,"Californian, Contemporary",-122.42013,37.748924,14154166136,https://guide.michelin.com/en/california/san-francisco/restaurant/al-s-place,https://www.alsplacesf.com/,1 MICHELIN Star,$83.00 ,$88.00 , United States,North America
Sorrel,San Francisco,110,148,USD,"Italian, Californian",-122.44614,37.788334,14155253765,https://guide.michelin.com/en/california/san-francisco/restaurant/sorrel,https://www.sorrelrestaurant.com/,1 MICHELIN Star,$110.00 ,$148.00 , United States,North America
Omakase,San Francisco,150,150,USD,"Japanese, Sushi",-122.40298,37.77077,14158650633,https://guide.michelin.com/en/california/san-francisco/restaurant/omakase,https://www.omakasesf.com/,1 MICHELIN Star,$150.00 ,$150.00 , United States,North America
Niku Steakhouse,San Francisco,402,402,USD,Steakhouse,-122.4036208,37.7697497,14158297817,https://guide.michelin.com/en/california/san-francisco/restaurant/niku-steakhouse,http://www.nikusteakhouse.com,1 MICHELIN Star,$402.00 ,$402.00 , United States,North America
O' by Claude Le Tohic,San Francisco,175,250,USD,"French, Contemporary",-122.4074317,37.7863767,14158148888,https://guide.michelin.com/en/california/san-francisco/restaurant/o-by-claude-le-tohic,http://www.one65sf.com,1 MICHELIN Star,$175.00 ,$250.00 , United States,North America
Mourad,San Francisco,76,155,USD,"Moroccan, Contemporary",-122.39987,37.78695,14156602500,https://guide.michelin.com/en/california/san-francisco/restaurant/mourad,https://www.mouradsf.com/,1 MICHELIN Star,$76.00 ,$155.00 , United States,North America
Angler SF,San Francisco,600,600,USD,"Contemporary, Seafood",-122.39213,37.793167,14158729442,https://guide.michelin.com/en/california/san-francisco/restaurant/angler-sf,https://www.anglerrestaurants.com/,1 MICHELIN Star,$600.00 ,$600.00 , United States,North America
Kin Khao,San Francisco,55,70,USD,"Thai, Californian",-122.40951,37.785267,14153627456,https://guide.michelin.com/en/california/san-francisco/restaurant/kin-khao,https://www.kinkhao.com/,1 MICHELIN Star,$55.00 ,$70.00 , United States,North America
Gary Danko,San Francisco,95,139,USD,Contemporary,-122.4206863,37.8058115,14157492060,https://guide.michelin.com/en/california/san-francisco/restaurant/gary-danko,https://www.garydanko.com/,1 MICHELIN Star,$95.00 ,$139.00 , United States,North America
SPQR,San Francisco,39,120,USD,"Italian, Contemporary",-122.4336712,37.7873703,14157717779,https://guide.michelin.com/en/california/san-francisco/restaurant/spqr,https://www.spqrsf.com/,1 MICHELIN Star,$39.00 ,$120.00 , United States,North America
Avery,San Francisco,89,189,USD,"Contemporary, Creative",-122.43278,37.783783,14158171187,https://guide.michelin.com/en/california/san-francisco/restaurant/avery,https://www.averysf.com/,1 MICHELIN Star,$89.00 ,$189.00 , United States,North America
Bar Crenn,San Francisco,85,165,USD,"French, Classic French",-122.43581,37.798435,14154400460,https://guide.michelin.com/en/california/san-francisco/restaurant/bar-crenn,https://www.barcrenn.com/,1 MICHELIN Star,$85.00 ,$165.00 , United States,North America
The Shota,San Francisco,175,175,USD,"Japanese, Sushi",-122.4009242,37.7915182,16282242074,https://guide.michelin.com/en/california/san-francisco/restaurant/the-shota,http://www.theshotasf.com,1 MICHELIN Star,$175.00 ,$175.00 , United States,North America
Spruce,San Francisco,75,75,USD,"Californian, Contemporary",-122.45264,37.78772,14159315100,https://guide.michelin.com/en/california/san-francisco/restaurant/spruce,https://www.sprucesf.com/,1 MICHELIN Star,$75.00 ,$75.00 , United States,North America
Marlena,San Francisco,65,110,USD,"Californian, Contemporary",-122.4134486,37.7467485,14154005997,https://guide.michelin.com/en/california/san-francisco/restaurant/marlena,https://www.marlenarestaurant.com,1 MICHELIN Star,$65.00 ,$110.00 , United States,North America
The Kitchen,Sacramento,155,155,USD,"Contemporary, Californian",-121.414234,38.5890509,19165687171,https://guide.michelin.com/en/california/us-sacramento/restaurant/the-kitchen-559371,https://www.thekitchenrestaurant.com/,1 MICHELIN Star,$155.00 ,$155.00 , United States,North America
Taco María,Costa Mesa,89,89,USD,"Mexican, Contemporary",-117.9257477,33.6949591,17145388444,https://guide.michelin.com/en/california/us-costa-mesa/restaurant/taco-maria,https://www.tacomaria.com/,1 MICHELIN Star,$89.00 ,$89.00 , United States,North America
Knife Pleat,Costa Mesa,80,135,USD,"Contemporary, Modern French",-117.8856979,33.6904299,17142663388,https://guide.michelin.com/en/california/us-costa-mesa/restaurant/knife-pleat,https://www.knifepleat.com/,1 MICHELIN Star,$80.00 ,$135.00 , United States,North America
Hana re,Costa Mesa,200,300,USD,"Japanese, Sushi",-117.8854377,33.6778676,17145452800,https://guide.michelin.com/en/california/us-costa-mesa/restaurant/hana-re,https://www.hanaresushi.com/,1 MICHELIN Star,$200.00 ,$300.00 , United States,North America
Protégé,Palo Alto,150,210,USD,"Contemporary, Californian",-122.14362,37.427853,,https://guide.michelin.com/en/california/palo-alto/restaurant/protege,https://www.protegepaloalto.com/,1 MICHELIN Star,$150.00 ,$210.00 , United States,North America
The Four Horsemen,New York,60,85,USD,"American, Californian",-73.9574999,40.7129264,17185994900,https://guide.michelin.com/en/new-york-state/new-york/restaurant/the-four-horsemen,https://www.fourhorsemenbk.com/,1 MICHELIN Star,$60.00 ,$85.00 , United States,North America
Hirohisa,New York,75,160,USD,"Japanese, Classic Cuisine",-74.003006,40.72452,12129251613,https://guide.michelin.com/en/new-york-state/new-york/restaurant/hirohisa,https://www.hirohisa.nyc/,1 MICHELIN Star,$75.00 ,$160.00 , United States,North America
Estela,New York,60,100,USD,"Contemporary, American",-73.9948,40.72471,12122197693,https://guide.michelin.com/en/new-york-state/new-york/restaurant/estela,https://www.estelanyc.com/,1 MICHELIN Star,$60.00 ,$100.00 , United States,North America
Tuome,New York,75,75,USD,Fusion,-73.9828,40.724194,16468337811,https://guide.michelin.com/en/new-york-state/new-york/restaurant/tuome,https://www.tuomenyc.com/,1 MICHELIN Star,$75.00 ,$75.00 , United States,North America
Sushi Amane,New York,250,250,USD,"Japanese, Sushi",-73.9717128,40.7514424,12129865300,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sushi-amane,https://www.sushi-amane.com/,1 MICHELIN Star,$250.00 ,$250.00 , United States,North America
Claro,New York,50,50,USD,Mexican,-73.98615,40.677395,13477213126,https://guide.michelin.com/en/new-york-state/new-york/restaurant/claro,https://www.clarobk.com/,1 MICHELIN Star,$50.00 ,$50.00 , United States,North America
Tsukimi,New York,195,195,USD,"Japanese, Seasonal Cuisine",-73.9852509,40.7290162,,https://guide.michelin.com/en/new-york-state/new-york/restaurant/tsukimi,http://www.tsukimi.nyc,1 MICHELIN Star,$195.00 ,$195.00 , United States,North America
Vestry,New York,103,103,USD,"Contemporary, Modern Cuisine",-74.0055581,40.7256137,12127841350,https://guide.michelin.com/en/new-york-state/new-york/restaurant/vestry,https://www.vestrynyc.com/,1 MICHELIN Star,$103.00 ,$103.00 , United States,North America
Peter Luger,New York,150,150,USD,"Steakhouse, American",-73.9625494,40.709889,17183877400,https://guide.michelin.com/en/new-york-state/new-york/restaurant/peter-luger,https://www.peterluger.com/,1 MICHELIN Star,$150.00 ,$150.00 , United States,North America
Wallsé,New York,150,150,USD,"Austrian, Contemporary",-74.0081949,40.7354574,12123522300,https://guide.michelin.com/en/new-york-state/new-york/restaurant/wallse,https://www.wallse.com/,1 MICHELIN Star,$150.00 ,$150.00 , United States,North America
Francie,New York,90,90,USD,"Contemporary, Italian",-73.9637588,40.7103459,17182187572,https://guide.michelin.com/en/new-york-state/new-york/restaurant/francie,https://www.franciebrooklyn.com/,1 MICHELIN Star,$90.00 ,$90.00 , United States,North America
Casa Mono,New York,75,75,USD,"Spanish, Contemporary",-73.9873421,40.735895,12122532773,https://guide.michelin.com/en/new-york-state/new-york/restaurant/casa-mono,https://www.casamononyc.com/,1 MICHELIN Star,$75.00 ,$75.00 , United States,North America
Le Jardinier,New York,85,115,USD,"French, Contemporary",-73.9714729,40.7579445,12124519211,https://guide.michelin.com/en/new-york-state/new-york/restaurant/le-jardinier,https://www.lejardinier-nyc.com/,1 MICHELIN Star,$85.00 ,$115.00 , United States,North America
Sushi Ginza Onodera,New York,100,445,USD,"Japanese, Sushi",-73.981575,40.752396,12123900925,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,https://www.sushiginzaonoderanewyork.com/,1 MICHELIN Star,$100.00 ,$445.00 , United States,North America
Noda,New York,315,315,USD,"Japanese, Sushi",-73.9930802,40.7404543,,https://guide.michelin.com/en/new-york-state/new-york/restaurant/noda,https://www.noda.nyc/,1 MICHELIN Star,$315.00 ,$315.00 , United States,North America
Kochi,New York,75,75,USD,"Korean, Contemporary",-73.993568,40.7620076,16464787308,https://guide.michelin.com/en/new-york-state/new-york/restaurant/kochi,https://kochinyc.com/,1 MICHELIN Star,$75.00 ,$75.00 , United States,North America
Crown Shy,New York,45,90,USD,"Contemporary, American",-74.0087206,40.7067068,12125171932,https://guide.michelin.com/en/new-york-state/new-york/restaurant/crown-shy,https://www.crownshy.nyc/,1 MICHELIN Star,$45.00 ,$90.00 , United States,North America
Sushi Noz,New York,175,325,USD,"Japanese, Sushi",-73.958275,40.77384,19173381792,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sushi-noz,https://www.sushinoz.com/,1 MICHELIN Star,$175.00 ,$325.00 , United States,North America
Blue Hill,New York,95,108,USD,American,-73.9996385,40.7319711,12125391776,https://guide.michelin.com/en/new-york-state/new-york/restaurant/blue-hill,http://www.bluehillfarm.com/,1 MICHELIN Star,$95.00 ,$108.00 , United States,North America
Kajitsu,New York,120,120,USD,"Japanese, Vegan",-73.9781131,40.7499602,12122284873,https://guide.michelin.com/en/new-york-state/new-york/restaurant/kajitsu,https://www.kajitsunyc.com/,1 MICHELIN Star,$120.00 ,$120.00 , United States,North America
The Musket Room,New York,66,98,USD,"Contemporary, American Contemporary",-73.99375,40.723915,12122190764,https://guide.michelin.com/en/new-york-state/new-york/restaurant/the-musket-room,https://www.themusketroom.com/,1 MICHELIN Star,$66.00 ,$98.00 , United States,North America
